,gene,module,color
STMN1,STMN1,1,turquoise
STMN2,STMN2,0,grey
STMN3,STMN3,0,grey
STMN4,STMN4,0,grey
STOM,STOM,1,turquoise
STOML1,STOML1,0,grey
STOML2,STOML2,0,grey
STON1,STON1,2,blue
STRA13,STRA13,0,grey
STRA6,STRA6,1,turquoise
STRADA,STRADA,0,grey
STRAP,STRAP,1,turquoise
STRN,STRN,1,turquoise
STRN3,STRN3,1,turquoise
STRN4,STRN4,0,grey
STS,STS,0,grey
STT3A,STT3A,0,grey
STUB1,STUB1,0,grey
STX10,STX10,0,grey
STX11,STX11,0,grey
STX12,STX12,1,turquoise
STX16,STX16,1,turquoise
STX17,STX17,1,turquoise
STX18,STX18,0,grey
STX1A,STX1A,1,turquoise
STX2,STX2,1,turquoise
STX3,STX3,0,grey
STX4,STX4,0,grey
STX5,STX5,0,grey
STX6,STX6,1,turquoise
STX7,STX7,1,turquoise
STX8,STX8,0,grey
STXBP1,STXBP1,0,grey
STXBP2,STXBP2,0,grey
STXBP3,STXBP3,1,turquoise
STXBP5L,STXBP5L,0,grey
STXBP6,STXBP6,2,blue
STYK1,STYK1,1,turquoise
STYXL1,STYXL1,0,grey
SUB1,SUB1,0,grey
SUCLA2,SUCLA2,1,turquoise
SUCLG1,SUCLG1,1,turquoise
SUCLG2,SUCLG2,1,turquoise
SUCO,SUCO,0,grey
SUGCT,SUGCT,2,blue
SUGP1,SUGP1,0,grey
SUGP2,SUGP2,0,grey
SULF1,SULF1,1,turquoise
SULT1A1,SULT1A1,0,grey
SULT1A2,SULT1A2,0,grey
SULT1B1,SULT1B1,1,turquoise
SULT1C2,SULT1C2,5,green
SULT1E1,SULT1E1,1,turquoise
SULT2A1,SULT2A1,5,green
SULT2B1,SULT2B1,1,turquoise
SULT4A1,SULT4A1,0,grey
SUMO1,SUMO1,1,turquoise
SUMO1P2 /// SUMO1P2,SUMO1P2 /// SUMO1P2,0,grey
SUMO3,SUMO3,1,turquoise
SUMO4,SUMO4,0,grey
SUN1,SUN1,0,grey
SUN2,SUN2,1,turquoise
SUOX,SUOX,1,turquoise
SUPT16H,SUPT16H,1,turquoise
SUPT20H,SUPT20H,0,grey
SUPT3H,SUPT3H,1,turquoise
SUPT4H1,SUPT4H1,0,grey
SUPT5H,SUPT5H,0,grey
SUPT6H,SUPT6H,0,grey
SUPT7L,SUPT7L,1,turquoise
SUPV3L1,SUPV3L1,1,turquoise
SURF1,SURF1,0,grey
SURF2,SURF2,0,grey
SUSD4,SUSD4,1,turquoise
SUSD5,SUSD5,0,grey
SUV39H1,SUV39H1,1,turquoise
SUV39H2,SUV39H2,0,grey
SUV420H1,SUV420H1,0,grey
SUZ12,SUZ12,1,turquoise
SUZ12 /// SUZ12P1,SUZ12 /// SUZ12P1,0,grey
SV2A,SV2A,1,turquoise
SV2B,SV2B,0,grey
SV2C,SV2C,0,grey
SVEP1,SVEP1,0,grey
SVIL,SVIL,2,blue
SWAP70,SWAP70,0,grey
SYBU,SYBU,0,grey
SYCE1L,SYCE1L,0,grey
SYCP1,SYCP1,0,grey
SYCP2,SYCP2,0,grey
SYDE1,SYDE1,0,grey
SYF2,SYF2,0,grey
SYK,SYK,0,grey
SYMPK,SYMPK,1,turquoise
SYN1,SYN1,0,grey
SYN2,SYN2,0,grey
SYN3,SYN3,0,grey
SYNC,SYNC,2,blue
SYNCRIP,SYNCRIP,0,grey
SYNDIG1,SYNDIG1,0,grey
SYNE1,SYNE1,1,turquoise
SYNE2,SYNE2,0,grey
SYNGR1,SYNGR1,1,turquoise
SYNGR2,SYNGR2,0,grey
SYNGR3,SYNGR3,0,grey
SYNGR4,SYNGR4,0,grey
SYNJ1,SYNJ1,0,grey
SYNJ2,SYNJ2,0,grey
SYNJ2BP /// SYNJ2BP-COX16,SYNJ2BP /// SYNJ2BP-COX16,0,grey
SYNM,SYNM,2,blue
SYNPO,SYNPO,0,grey
SYNPO2L,SYNPO2L,1,turquoise
SYNRG,SYNRG,1,turquoise
SYP,SYP,0,grey
SYPL1,SYPL1,0,grey
SYT1,SYT1,0,grey
SYT11,SYT11,0,grey
SYT12,SYT12,0,grey
SYT13,SYT13,0,grey
SYT17,SYT17,0,grey
SYT2,SYT2,0,grey
SYT5,SYT5,0,grey
SYTL2,SYTL2,0,grey
SZRD1,SZRD1,0,grey
SZT2,SZT2,0,grey
T,T,0,grey
T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2,T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2,0,grey
TAAR2,TAAR2,0,grey
TAAR3,TAAR3,0,grey
TAAR5,TAAR5,1,turquoise
TAB1,TAB1,0,grey
TAB2,TAB2,1,turquoise
TAC1,TAC1,0,grey
TAC3,TAC3,0,grey
TACC1,TACC1,1,turquoise
TACC2,TACC2,1,turquoise
TACC3,TACC3,1,turquoise
TACO1,TACO1,1,turquoise
TACR1,TACR1,1,turquoise
TACR2,TACR2,1,turquoise
TACR3,TACR3,0,grey
TACSTD2,TACSTD2,1,turquoise
TADA2A,TADA2A,1,turquoise
TADA3,TADA3,0,grey
TAF1,TAF1,0,grey
TAF10,TAF10,0,grey
TAF11,TAF11,1,turquoise
TAF12,TAF12,0,grey
TAF13,TAF13,0,grey
TAF15,TAF15,0,grey
TAF1A,TAF1A,1,turquoise
TAF1B,TAF1B,0,grey
TAF1C,TAF1C,1,turquoise
TAF1D,TAF1D,11,greenyellow
TAF2,TAF2,1,turquoise
TAF4,TAF4,1,turquoise
TAF4B,TAF4B,0,grey
TAF5,TAF5,1,turquoise
TAF5L,TAF5L,1,turquoise
TAF6,TAF6,1,turquoise
TAF6L,TAF6L,0,grey
TAF7,TAF7,0,grey
TAF7L,TAF7L,0,grey
TAF9B,TAF9B,0,grey
TAGLN,TAGLN,2,blue
TAGLN2,TAGLN2,1,turquoise
TAGLN3,TAGLN3,0,grey
TAL1,TAL1,0,grey
TALDO1,TALDO1,1,turquoise
TANC2,TANC2,2,blue
TANK,TANK,1,turquoise
TAOK1,TAOK1,0,grey
TAOK2,TAOK2,0,grey
TAOK3,TAOK3,1,turquoise
TAP1,TAP1,1,turquoise
TAP2,TAP2,1,turquoise
TAPBP,TAPBP,1,turquoise
TAPBPL,TAPBPL,1,turquoise
TAPT1,TAPT1,1,turquoise
TARBP1,TARBP1,1,turquoise
TARBP2,TARBP2,1,turquoise
TARDBP,TARDBP,0,grey
TARDBPP1 /// TARDBPP1,TARDBPP1 /// TARDBPP1,0,grey
TARP,TARP,1,turquoise
TARP /// TRGC2 /// TRGV9,TARP /// TRGC2 /// TRGV9,0,grey
TARS,TARS,0,grey
TAS2R1,TAS2R1,0,grey
TAS2R10,TAS2R10,0,grey
TAS2R13,TAS2R13,0,grey
TAS2R14,TAS2R14,0,grey
TAS2R16,TAS2R16,0,grey
TAS2R3,TAS2R3,0,grey
TAS2R4,TAS2R4,0,grey
TAS2R7,TAS2R7,0,grey
TAS2R8,TAS2R8,0,grey
TAS2R9,TAS2R9,0,grey
TASP1,TASP1,1,turquoise
TAT,TAT,0,grey
TATDN2,TATDN2,0,grey
TAX1BP1,TAX1BP1,1,turquoise
TAZ,TAZ,13,salmon
TBC1D1,TBC1D1,0,grey
TBC1D10B,TBC1D10B,1,turquoise
TBC1D12,TBC1D12,0,grey
TBC1D13,TBC1D13,0,grey
TBC1D15,TBC1D15,0,grey
TBC1D16,TBC1D16,0,grey
TBC1D17,TBC1D17,0,grey
TBC1D19,TBC1D19,0,grey
TBC1D2,TBC1D2,0,grey
TBC1D22A,TBC1D22A,0,grey
TBC1D22B,TBC1D22B,0,grey
TBC1D29,TBC1D29,0,grey
TBC1D2B,TBC1D2B,0,grey
TBC1D30,TBC1D30,0,grey
TBC1D31,TBC1D31,1,turquoise
TBC1D4,TBC1D4,0,grey
TBC1D5,TBC1D5,1,turquoise
TBC1D8,TBC1D8,0,grey
TBC1D8B,TBC1D8B,0,grey
TBC1D9,TBC1D9,0,grey
TBC1D9B,TBC1D9B,1,turquoise
TBCA,TBCA,0,grey
TBCAP2 /// TBCAP2,TBCAP2 /// TBCAP2,0,grey
TBCB,TBCB,0,grey
TBCC,TBCC,0,grey
TBCCD1,TBCCD1,1,turquoise
TBCD,TBCD,0,grey
TBCE,TBCE,1,turquoise
TBCEL,TBCEL,0,grey
TBK1,TBK1,1,turquoise
TBKBP1,TBKBP1,1,turquoise
TBL1X,TBL1X,0,grey
TBL1XR1,TBL1XR1,1,turquoise
TBL1Y,TBL1Y,0,grey
TBL2,TBL2,1,turquoise
TBL3,TBL3,0,grey
TBP,TBP,0,grey
TBPL1,TBPL1,1,turquoise
TBR1,TBR1,0,grey
TBRG4,TBRG4,0,grey
TBX1,TBX1,0,grey
TBX10,TBX10,0,grey
TBX19,TBX19,0,grey
TBX2,TBX2,0,grey
TBX21,TBX21,0,grey
TBX3,TBX3,0,grey
TBX4,TBX4,0,grey
TBX5,TBX5,2,blue
TBX6,TBX6,1,turquoise
TBXA2R,TBXA2R,1,turquoise
TBXAS1,TBXAS1,0,grey
TCAP,TCAP,0,grey
TCEA1,TCEA1,1,turquoise
TCEA2,TCEA2,0,grey
TCEAL1,TCEAL1,2,blue
TCEAL2,TCEAL2,2,blue
TCEAL4,TCEAL4,0,grey
TCEB1,TCEB1,10,purple
TCEB1P3 /// TCEB1P3,TCEB1P3 /// TCEB1P3,0,grey
TCEB2,TCEB2,0,grey
TCEB3,TCEB3,0,grey
TCEB3-AS1,TCEB3-AS1,0,grey
TCEB3B,TCEB3B,0,grey
TCERG1,TCERG1,1,turquoise
TCF12,TCF12,0,grey
TCF15,TCF15,0,grey
TCF20,TCF20,0,grey
TCF21,TCF21,2,blue
TCF25,TCF25,0,grey
TCF3,TCF3,1,turquoise
TCF4,TCF4,1,turquoise
TCF7,TCF7,0,grey
TCF7L1,TCF7L1,0,grey
TCF7L2,TCF7L2,0,grey
TCFL5,TCFL5,1,turquoise
TCHH,TCHH,1,turquoise
TCIRG1,TCIRG1,1,turquoise
TCL1A,TCL1A,6,red
TCL1B,TCL1B,0,grey
TCL6,TCL6,0,grey
TCN1,TCN1,1,turquoise
TCN2,TCN2,0,grey
TCOF1,TCOF1,1,turquoise
TCP10,TCP10,0,grey
TCP10L,TCP10L,0,grey
TCP11,TCP11,0,grey
TCP11L1,TCP11L1,1,turquoise
TCR-alpha /// TRAV13-1 /// TRAV13-1,TCR-alpha /// TRAV13-1 /// TRAV13-1,0,grey
TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1,TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1,0,grey
TCRA /// TRAV21 /// TRAV21 /// YME1L1,TCRA /// TRAV21 /// TRAV21 /// YME1L1,0,grey
TCRA /// TRAV8-6 /// TRAV8-6,TCRA /// TRAV8-6 /// TRAV8-6,0,grey
TCRBV12S3,TCRBV12S3,1,turquoise
TCRDV2 /// TRDC /// TRDC /// YME1L1,TCRDV2 /// TRDC /// TRDC /// YME1L1,0,grey
TCTA,TCTA,1,turquoise
TCTN1,TCTN1,0,grey
TCTN2,TCTN2,0,grey
TCTN3,TCTN3,0,grey
TDG,TDG,1,turquoise
TDGF1 /// TDGF1P3,TDGF1 /// TDGF1P3,0,grey
TDO2,TDO2,2,blue
TDP1,TDP1,1,turquoise
TDP2,TDP2,1,turquoise
TDRD1,TDRD1,0,grey
TDRD12,TDRD12,0,grey
TDRD3,TDRD3,1,turquoise
TDRD7,TDRD7,0,grey
TDRKH,TDRKH,0,grey
TEAD1,TEAD1,1,turquoise
TEAD3,TEAD3,1,turquoise
TEAD4,TEAD4,1,turquoise
TEC,TEC,1,turquoise
TECPR2,TECPR2,0,grey
TECR,TECR,1,turquoise
TECTA,TECTA,0,grey
TEF,TEF,0,grey
TEFM,TEFM,1,turquoise
TEK,TEK,2,blue
TEKT2,TEKT2,0,grey
TELO2,TELO2,1,turquoise
TENC1,TENC1,1,turquoise
TENM1,TENM1,0,grey
TENM3,TENM3,0,grey
TENM4,TENM4,0,grey
TEP1,TEP1,0,grey
TERF1,TERF1,1,turquoise
TERF2,TERF2,0,grey
TERF2IP,TERF2IP,1,turquoise
TERT,TERT,0,grey
TES,TES,0,grey
TESC,TESC,5,green
TESK1,TESK1,0,grey
TESK2,TESK2,0,grey
TESPA1,TESPA1,0,grey
TET3,TET3,0,grey
TEX10,TEX10,1,turquoise
TEX11,TEX11,0,grey
TEX12,TEX12,0,grey
TEX13A,TEX13A,0,grey
TEX13B,TEX13B,0,grey
TEX14,TEX14,3,brown
TEX15,TEX15,0,grey
TEX2,TEX2,1,turquoise
TEX261,TEX261,0,grey
TEX264,TEX264,0,grey
TEX28,TEX28,0,grey
TEX30,TEX30,1,turquoise
TEX40,TEX40,0,grey
TF,TF,1,turquoise
TFAM,TFAM,1,turquoise
TFAP2A,TFAP2A,0,grey
TFAP2B,TFAP2B,1,turquoise
TFAP2C,TFAP2C,0,grey
TFAP4,TFAP4,1,turquoise
TFB1M,TFB1M,0,grey
TFB2M,TFB2M,1,turquoise
TFCP2,TFCP2,0,grey
TFCP2L1,TFCP2L1,0,grey
TFDP1,TFDP1,0,grey
TFDP2,TFDP2,1,turquoise
TFDP3,TFDP3,0,grey
TFE3,TFE3,0,grey
TFEB,TFEB,0,grey
TFEC,TFEC,3,brown
TFF1,TFF1,5,green
TFF2,TFF2,5,green
TFF3,TFF3,12,tan
TFG,TFG,1,turquoise
TFIP11,TFIP11,1,turquoise
TFPI,TFPI,0,grey
TFPI2,TFPI2,0,grey
TFPT,TFPT,1,turquoise
TFR2,TFR2,0,grey
TFRC,TFRC,1,turquoise
TG,TG,0,grey
TGDS,TGDS,0,grey
TGFA,TGFA,0,grey
TGFB1,TGFB1,1,turquoise
TGFB1I1,TGFB1I1,2,blue
TGFB2,TGFB2,0,grey
TGFB3,TGFB3,1,turquoise
TGFBI,TGFBI,1,turquoise
TGFBR1,TGFBR1,1,turquoise
TGFBR2,TGFBR2,2,blue
TGFBR3,TGFBR3,1,turquoise
TGFBRAP1,TGFBRAP1,0,grey
TGIF1,TGIF1,1,turquoise
TGIF2,TGIF2,1,turquoise
TGM1,TGM1,1,turquoise
TGM2,TGM2,0,grey
TGM3,TGM3,1,turquoise
TGM4,TGM4,0,grey
TGM5,TGM5,1,turquoise
TGOLN2,TGOLN2,0,grey
TGS1,TGS1,1,turquoise
TH,TH,0,grey
THADA,THADA,1,turquoise
THAP1,THAP1,0,grey
THAP10,THAP10,1,turquoise
THAP11,THAP11,1,turquoise
THAP3,THAP3,0,grey
THAP4,THAP4,1,turquoise
THAP7,THAP7,0,grey
THAP9,THAP9,0,grey
THAP9-AS1,THAP9-AS1,0,grey
THBD,THBD,0,grey
THBS1,THBS1,1,turquoise
THBS2,THBS2,1,turquoise
THBS3,THBS3,0,grey
THBS4,THBS4,0,grey
THEG,THEG,0,grey
THEM6,THEM6,1,turquoise
THEMIS2,THEMIS2,3,brown
THG1L,THG1L,0,grey
THNSL1,THNSL1,1,turquoise
THNSL2,THNSL2,0,grey
THOC1,THOC1,0,grey
THOC2,THOC2,13,salmon
THOC5,THOC5,1,turquoise
THOC6,THOC6,1,turquoise
THOC7,THOC7,1,turquoise
THOP1,THOP1,1,turquoise
THPO,THPO,0,grey
THRA,THRA,0,grey
THRAP3,THRAP3,0,grey
THRB,THRB,2,blue
THSD4,THSD4,1,turquoise
THSD7A,THSD7A,2,blue
THTPA,THTPA,0,grey
THUMPD1,THUMPD1,0,grey
THUMPD2,THUMPD2,1,turquoise
THY1,THY1,1,turquoise
THYN1,THYN1,1,turquoise
TIA1,TIA1,1,turquoise
TIAL1,TIAL1,0,grey
TIAM1,TIAM1,1,turquoise
TIAM2,TIAM2,0,grey
TICAM1,TICAM1,1,turquoise
TIE1,TIE1,0,grey
TIGD6,TIGD6,0,grey
TIMELESS,TIMELESS,1,turquoise
TIMM10,TIMM10,1,turquoise
TIMM10B,TIMM10B,0,grey
TIMM13,TIMM13,0,grey
TIMM17A,TIMM17A,1,turquoise
TIMM17B,TIMM17B,0,grey
TIMM22,TIMM22,0,grey
TIMM23 /// TIMM23B,TIMM23 /// TIMM23B,0,grey
TIMM44,TIMM44,1,turquoise
TIMM50,TIMM50,0,grey
TIMM8A,TIMM8A,1,turquoise
TIMM8B,TIMM8B,0,grey
TIMM9,TIMM9,1,turquoise
TIMP1,TIMP1,1,turquoise
TIMP2,TIMP2,1,turquoise
TIMP3,TIMP3,0,grey
TIMP4,TIMP4,0,grey
TINAGL1,TINAGL1,0,grey
TINF2,TINF2,0,grey
TIPARP,TIPARP,9,magenta
TIPIN,TIPIN,1,turquoise
TIPRL,TIPRL,0,grey
TJAP1,TJAP1,1,turquoise
TJP1,TJP1,1,turquoise
TJP2,TJP2,1,turquoise
TJP3,TJP3,1,turquoise
TK1,TK1,1,turquoise
TK2,TK2,0,grey
TKT,TKT,0,grey
TKTL1,TKTL1,0,grey
TLDC1,TLDC1,0,grey
TLE1,TLE1,0,grey
TLE2,TLE2,1,turquoise
TLE3,TLE3,0,grey
TLE4,TLE4,0,grey
TLE6,TLE6,0,grey
TLK1,TLK1,0,grey
TLK2,TLK2,1,turquoise
TLL1,TLL1,0,grey
TLL2,TLL2,0,grey
TLN1,TLN1,2,blue
TLN2,TLN2,0,grey
TLR1,TLR1,3,brown
TLR2,TLR2,1,turquoise
TLR3,TLR3,1,turquoise
TLR4,TLR4,3,brown
TLR5,TLR5,1,turquoise
TLR6,TLR6,0,grey
TLR7,TLR7,0,grey
TLR8,TLR8,0,grey
TLX1,TLX1,0,grey
TLX2,TLX2,0,grey
TLX3,TLX3,0,grey
TM2D1,TM2D1,0,grey
TM2D3,TM2D3,0,grey
TM4SF1,TM4SF1,9,magenta
TM4SF20,TM4SF20,0,grey
TM4SF4,TM4SF4,0,grey
TM4SF5,TM4SF5,0,grey
TM6SF1,TM6SF1,0,grey
TM6SF2,TM6SF2,0,grey
TM7SF2,TM7SF2,1,turquoise
TM7SF3,TM7SF3,0,grey
TM9SF1,TM9SF1,1,turquoise
TM9SF2,TM9SF2,1,turquoise
TM9SF3,TM9SF3,0,grey
TM9SF4,TM9SF4,0,grey
TMA16,TMA16,0,grey
TMA7,TMA7,7,black
TMBIM4,TMBIM4,1,turquoise
TMBIM6,TMBIM6,1,turquoise
TMC5,TMC5,5,green
TMC6,TMC6,1,turquoise
TMC7,TMC7,0,grey
TMCC1,TMCC1,0,grey
TMCC2,TMCC2,1,turquoise
TMCO1,TMCO1,0,grey
TMCO3,TMCO3,0,grey
TMCO6,TMCO6,0,grey
TMED1,TMED1,1,turquoise
TMED10,TMED10,0,grey
TMED2,TMED2,0,grey
TMED3,TMED3,1,turquoise
TMED5,TMED5,0,grey
TMED7 /// TMED7-TICAM2,TMED7 /// TMED7-TICAM2,0,grey
TMED9,TMED9,0,grey
TMEM100,TMEM100,2,blue
TMEM104,TMEM104,1,turquoise
TMEM106B,TMEM106B,0,grey
TMEM106C,TMEM106C,0,grey
TMEM109,TMEM109,0,grey
TMEM11,TMEM11,0,grey
TMEM110,TMEM110,0,grey
TMEM115,TMEM115,0,grey
TMEM120B,TMEM120B,0,grey
TMEM121,TMEM121,0,grey
TMEM123,TMEM123,1,turquoise
TMEM126B,TMEM126B,11,greenyellow
TMEM127,TMEM127,1,turquoise
TMEM131,TMEM131,0,grey
TMEM132A,TMEM132A,1,turquoise
TMEM134,TMEM134,1,turquoise
TMEM135,TMEM135,1,turquoise
TMEM140,TMEM140,0,grey
TMEM143,TMEM143,0,grey
TMEM144,TMEM144,0,grey
TMEM147,TMEM147,0,grey
TMEM14A,TMEM14A,1,turquoise
TMEM14B,TMEM14B,0,grey
TMEM151B,TMEM151B,0,grey
TMEM156,TMEM156,0,grey
TMEM158,TMEM158,1,turquoise
TMEM159,TMEM159,1,turquoise
TMEM160,TMEM160,0,grey
TMEM161A,TMEM161A,1,turquoise
TMEM165,TMEM165,0,grey
TMEM168,TMEM168,0,grey
TMEM176A,TMEM176A,8,pink
TMEM176B,TMEM176B,8,pink
TMEM177,TMEM177,1,turquoise
TMEM180,TMEM180,1,turquoise
TMEM183A /// TMEM183B,TMEM183A /// TMEM183B,0,grey
TMEM184B,TMEM184B,1,turquoise
TMEM184C,TMEM184C,0,grey
TMEM185B,TMEM185B,1,turquoise
TMEM186,TMEM186,0,grey
TMEM187,TMEM187,0,grey
TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2,TMEM189 /// TMEM189-UBE2V1 /// UBE2V1 /// UBE2V2,1,turquoise
TMEM19,TMEM19,0,grey
TMEM194A,TMEM194A,1,turquoise
TMEM2,TMEM2,1,turquoise
TMEM204,TMEM204,0,grey
TMEM206,TMEM206,0,grey
TMEM208,TMEM208,1,turquoise
TMEM209,TMEM209,0,grey
TMEM212,TMEM212,0,grey
TMEM214,TMEM214,0,grey
TMEM222,TMEM222,1,turquoise
TMEM223,TMEM223,1,turquoise
TMEM230,TMEM230,1,turquoise
TMEM231,TMEM231,0,grey
TMEM242,TMEM242,0,grey
TMEM243,TMEM243,0,grey
TMEM246,TMEM246,1,turquoise
TMEM248,TMEM248,1,turquoise
TMEM251,TMEM251,1,turquoise
TMEM254,TMEM254,1,turquoise
TMEM255A,TMEM255A,0,grey
TMEM257,TMEM257,0,grey
TMEM258,TMEM258,1,turquoise
TMEM259,TMEM259,0,grey
TMEM260,TMEM260,1,turquoise
TMEM262,TMEM262,0,grey
TMEM30A,TMEM30A,0,grey
TMEM30B,TMEM30B,0,grey
TMEM33,TMEM33,0,grey
TMEM35,TMEM35,2,blue
TMEM38B,TMEM38B,1,turquoise
TMEM39A,TMEM39A,1,turquoise
TMEM39B,TMEM39B,1,turquoise
TMEM40,TMEM40,1,turquoise
TMEM41B,TMEM41B,0,grey
TMEM43,TMEM43,1,turquoise
TMEM45A,TMEM45A,1,turquoise
TMEM47,TMEM47,2,blue
TMEM5,TMEM5,1,turquoise
TMEM50A,TMEM50A,0,grey
TMEM50B,TMEM50B,0,grey
TMEM51,TMEM51,0,grey
TMEM53,TMEM53,0,grey
TMEM57,TMEM57,1,turquoise
TMEM59,TMEM59,1,turquoise
TMEM59L,TMEM59L,0,grey
TMEM62,TMEM62,1,turquoise
TMEM63A,TMEM63A,0,grey
TMEM70,TMEM70,10,purple
TMEM74B,TMEM74B,0,grey
TMEM80,TMEM80,1,turquoise
TMEM87A,TMEM87A,0,grey
TMEM8A,TMEM8A,1,turquoise
TMEM8B,TMEM8B,0,grey
TMEM97,TMEM97,1,turquoise
TMEM9B,TMEM9B,1,turquoise
TMF1,TMF1,0,grey
TMLHE,TMLHE,0,grey
TMOD1,TMOD1,2,blue
TMOD1 /// TSTD2,TMOD1 /// TSTD2,0,grey
TMOD2,TMOD2,0,grey
TMOD3,TMOD3,1,turquoise
TMPO,TMPO,1,turquoise
TMPRSS11D,TMPRSS11D,1,turquoise
TMPRSS11E,TMPRSS11E,1,turquoise
TMPRSS15,TMPRSS15,0,grey
TMPRSS2,TMPRSS2,1,turquoise
TMPRSS3,TMPRSS3,0,grey
TMPRSS4,TMPRSS4,0,grey
TMPRSS5,TMPRSS5,0,grey
TMPRSS6,TMPRSS6,1,turquoise
TMSB10,TMSB10,1,turquoise
TMSB15A /// TMSB15B,TMSB15A /// TMSB15B,1,turquoise
TMSB4X,TMSB4X,0,grey
TMSB4Y,TMSB4Y,0,grey
TMUB2,TMUB2,0,grey
TMX1,TMX1,1,turquoise
TMX2,TMX2,1,turquoise
TMX4,TMX4,1,turquoise
TNC,TNC,1,turquoise
TNF,TNF,0,grey
TNFAIP1,TNFAIP1,1,turquoise
TNFAIP2,TNFAIP2,0,grey
TNFAIP3,TNFAIP3,1,turquoise
TNFAIP6,TNFAIP6,1,turquoise
TNFAIP8,TNFAIP8,0,grey
TNFRSF10B,TNFRSF10B,1,turquoise
TNFRSF10C,TNFRSF10C,0,grey
TNFRSF10D,TNFRSF10D,0,grey
TNFRSF11A,TNFRSF11A,1,turquoise
TNFRSF11B,TNFRSF11B,0,grey
TNFRSF12A,TNFRSF12A,1,turquoise
TNFRSF13B,TNFRSF13B,0,grey
TNFRSF14,TNFRSF14,1,turquoise
TNFRSF17,TNFRSF17,7,black
TNFRSF1A,TNFRSF1A,0,grey
TNFRSF1B,TNFRSF1B,3,brown
TNFRSF21,TNFRSF21,0,grey
TNFRSF25,TNFRSF25,1,turquoise
TNFRSF4,TNFRSF4,0,grey
TNFRSF8,TNFRSF8,0,grey
TNFRSF9,TNFRSF9,2,blue
TNFSF10,TNFSF10,1,turquoise
TNFSF11,TNFSF11,0,grey
TNFSF12-TNFSF13 /// TNFSF13,TNFSF12-TNFSF13 /// TNFSF13,3,brown
TNFSF12 /// TNFSF12-TNFSF13,TNFSF12 /// TNFSF12-TNFSF13,1,turquoise
TNFSF13,TNFSF13,3,brown
TNFSF14,TNFSF14,0,grey
TNFSF15,TNFSF15,0,grey
TNFSF18,TNFSF18,0,grey
TNFSF4,TNFSF4,8,pink
TNFSF8,TNFSF8,0,grey
TNFSF9,TNFSF9,0,grey
TNIK,TNIK,0,grey
TNIP1,TNIP1,1,turquoise
TNIP2,TNIP2,1,turquoise
TNIP3,TNIP3,1,turquoise
TNK1,TNK1,1,turquoise
TNK2,TNK2,0,grey
TNKS,TNKS,0,grey
TNKS2,TNKS2,1,turquoise
TNMD,TNMD,0,grey
TNN,TNN,0,grey
TNNC1,TNNC1,0,grey
TNNC2,TNNC2,0,grey
TNNI1,TNNI1,0,grey
TNNI2,TNNI2,0,grey
TNNI3,TNNI3,0,grey
TNNT1,TNNT1,0,grey
TNNT2,TNNT2,0,grey
TNNT3,TNNT3,0,grey
TNP1,TNP1,0,grey
TNP2,TNP2,0,grey
TNPO1,TNPO1,1,turquoise
TNPO2,TNPO2,1,turquoise
TNPO3,TNPO3,1,turquoise
TNR,TNR,0,grey
TNRC6B,TNRC6B,0,grey
TNS1,TNS1,2,blue
TNS3,TNS3,1,turquoise
TNS4,TNS4,1,turquoise
TNXA /// TNXB,TNXA /// TNXB,1,turquoise
TNXB,TNXB,0,grey
TOB1,TOB1,1,turquoise
TOB2,TOB2,0,grey
TOE1,TOE1,0,grey
TOLLIP,TOLLIP,1,turquoise
TOM1,TOM1,1,turquoise
TOM1L1,TOM1L1,0,grey
TOM1L2,TOM1L2,1,turquoise
TOMM20,TOMM20,1,turquoise
TOMM22,TOMM22,1,turquoise
TOMM34,TOMM34,1,turquoise
TOMM40,TOMM40,1,turquoise
TOMM70A,TOMM70A,1,turquoise
TONSL,TONSL,0,grey
TOP1,TOP1,0,grey
TOP2A,TOP2A,1,turquoise
TOP2B,TOP2B,1,turquoise
TOP3A,TOP3A,0,grey
TOP3B,TOP3B,0,grey
TOPBP1,TOPBP1,1,turquoise
TOPORS,TOPORS,0,grey
TOPORS-AS1,TOPORS-AS1,1,turquoise
TOR1A,TOR1A,0,grey
TOR1AIP1,TOR1AIP1,1,turquoise
TOR1AIP2,TOR1AIP2,0,grey
TOR1B,TOR1B,0,grey
TOR3A,TOR3A,1,turquoise
TOR4A,TOR4A,0,grey
TOX,TOX,2,blue
TOX3,TOX3,12,tan
TOX4,TOX4,1,turquoise
TP53,TP53,0,grey
TP53AIP1,TP53AIP1,0,grey
TP53BP1,TP53BP1,1,turquoise
TP53BP2,TP53BP2,0,grey
TP53I11,TP53I11,0,grey
TP53I3,TP53I3,1,turquoise
TP53TG1,TP53TG1,0,grey
TP53TG3 /// TP53TG3B /// TP53TG3C /// TP53TG3D,TP53TG3 /// TP53TG3B /// TP53TG3C /// TP53TG3D,0,grey
TP53TG5,TP53TG5,0,grey
TP63,TP63,1,turquoise
TP73,TP73,0,grey
TP73-AS1,TP73-AS1,1,turquoise
TPBG,TPBG,1,turquoise
TPCN1,TPCN1,1,turquoise
